day,H,D,R,T,Iso,L,M,S
0,4999,1,0,0,0,0,0,0
1,4999,1,0,0,0,1,0,0
2,4999,1,0,0,0,1,0,0
3,4999,1,0,0,0,1,0,0
4,4999,1,0,0,0,1,0,0
5,4999,1,0,0,1,1,0,0
6,4999,1,0,0,1,1,0,0
7,4999,1,0,0,1,1,0,0
8,4999,1,0,0,1,1,0,0
9,4999,1,0,0,1,1,0,0
10,4999,1,0,0,1,1,0,0
11,4999,1,0,0,1,1,0,0
12,4998,2,0,0,1,1,1,0
13,4998,1,1,0,0,0,1,0
14,4998,1,1,0,0,0,1,0
15,4998,1,1,0,0,0,1,0
16,4998,1,1,0,0,0,1,0
17,4998,1,1,0,1,0,1,0
18,4998,1,1,0,1,0,1,0
19,4998,1,1,0,1,0,1,0
20,4998,1,1,0,1,0,1,0
21,4998,1,1,0,1,0,1,0
22,4998,1,1,0,1,0,1,0
23,4998,0,2,0,0,0,0,0
24,4998,0,2,0,0,0,0,0
25,4998,0,2,0,0,0,0,0
26,4998,0,2,0,0,0,0,0
27,4998,0,2,0,0,0,0,0
28,4998,0,2,0,0,0,0,0
29,4998,0,2,0,0,0,0,0
30,4998,0,2,0,0,0,0,0
31,4998,0,2,0,0,0,0,0
32,4998,0,2,0,0,0,0,0
33,4998,0,2,0,0,0,0,0
34,4998,0,2,0,0,0,0,0
35,4998,0,2,0,0,0,0,0
36,4998,0,2,0,0,0,0,0
37,4998,0,2,0,0,0,0,0
38,4998,0,2,0,0,0,0,0
39,4998,0,2,0,0,0,0,0
40,4998,0,2,0,0,0,0,0
41,4997,1,2,0,0,1,0,0
42,4997,1,2,0,0,1,0,0
43,4997,1,2,0,0,1,0,0
44,4997,1,2,0,0,1,0,0
45,4997,1,2,0,0,1,0,0
46,4997,1,2,0,1,1,0,0
47,4997,1,2,0,1,1,0,0
48,4997,1,2,0,1,1,0,0
49,4997,1,2,0,1,1,0,0
50,4996,2,2,0,1,2,0,0
51,4996,2,2,0,1,2,0,0
52,4996,2,2,0,1,2,0,0
53,4996,2,2,0,1,2,0,0
54,4996,2,2,0,1,2,0,0
55,4996,2,2,0,2,2,0,0
56,4996,2,2,0,2,2,0,0
57,4996,1,3,0,1,1,0,0
58,4996,1,3,0,1,1,0,0
59,4996,1,3,0,1,1,0,0
60,4996,1,3,0,1,1,0,0
61,4996,1,3,0,1,1,0,0
62,4996,1,3,0,1,1,0,0
63,4996,1,3,0,1,1,0,0
64,4996,0,3,1,0,0,0,0
65,4996,0,3,1,0,0,0,0
66,4996,0,3,1,0,0,0,0
67,4996,0,3,1,0,0,0,0
68,4996,0,3,1,0,0,0,0
69,4996,0,3,1,0,0,0,0
70,4996,0,3,1,0,0,0,0
71,4996,0,3,1,0,0,0,0
72,4996,0,3,1,0,0,0,0
73,4996,0,3,1,0,0,0,0
74,4996,0,3,1,0,0,0,0
75,4996,0,3,1,0,0,0,0
76,4996,0,3,1,0,0,0,0
77,4996,0,3,1,0,0,0,0
78,4996,0,3,1,0,0,0,0
79,4996,0,3,1,0,0,0,0
80,4996,0,3,1,0,0,0,0
81,4996,0,3,1,0,0,0,0
82,4996,0,3,1,0,0,0,0
83,4996,0,3,1,0,0,0,0
84,4996,0,3,1,0,0,0,0
85,4996,0,3,1,0,0,0,0
86,4996,0,3,1,0,0,0,0
87,4996,0,3,1,0,0,0,0
88,4996,0,3,1,0,0,0,0
89,4996,0,3,1,0,0,0,0
90,4996,0,3,1,0,0,0,0
91,4996,0,3,1,0,0,0,0
92,4996,0,3,1,0,0,0,0
93,4996,0,3,1,0,0,0,0
94,4996,0,3,1,0,0,0,0
95,4996,0,3,1,0,0,0,0
96,4996,0,3,1,0,0,0,0
97,4996,0,3,1,0,0,0,0
98,4996,0,3,1,0,0,0,0
99,4996,0,3,1,0,0,0,0
100,4996,0,3,1,0,0,0,0
101,4996,0,3,1,0,0,0,0
102,4996,0,3,1,0,0,0,0
103,4996,0,3,1,0,0,0,0
104,4996,0,3,1,0,0,0,0
105,4996,0,3,1,0,0,0,0
106,4996,0,3,1,0,0,0,0
107,4996,0,3,1,0,0,0,0
108,4996,0,3,1,0,0,0,0
109,4996,0,3,1,0,0,0,0
110,4996,0,3,1,0,0,0,0
