day,H,D,R,T,Iso,L,M,S
0,4990,10,0,0,0,0,0,0
1,4987,13,0,0,0,10,2,1
2,4984,16,0,0,0,13,2,1
3,4982,18,0,0,0,13,4,1
4,4980,20,0,0,0,15,4,1
5,4980,20,0,0,10,15,4,1
6,4980,20,0,0,13,15,4,1
7,4980,20,0,0,16,15,4,1
8,4979,21,0,0,18,16,4,1
9,4978,22,0,0,20,17,4,1
10,4978,18,4,0,16,13,4,1
11,4975,15,10,0,10,12,2,1
12,4975,13,12,0,8,11,2,0
13,4975,13,12,0,9,11,2,0
14,4975,10,15,0,7,10,0,0
15,4975,10,15,0,7,10,0,0
16,4975,7,18,0,7,7,0,0
17,4975,5,20,0,5,5,0,0
18,4975,5,20,0,5,5,0,0
19,4975,5,20,0,5,5,0,0
20,4975,5,20,0,5,5,0,0
21,4974,6,20,0,5,6,0,0
22,4974,2,24,0,1,2,0,0
23,4973,3,24,0,1,3,0,0
24,4973,3,24,0,1,3,0,0
25,4973,2,25,0,0,2,0,0
26,4973,2,25,0,1,2,0,0
27,4973,2,25,0,1,2,0,0
28,4973,2,25,0,2,2,0,0
29,4973,2,25,0,2,2,0,0
30,4973,2,25,0,2,2,0,0
31,4972,3,25,0,2,3,0,0
32,4971,4,25,0,2,4,0,0
33,4971,4,25,0,2,4,0,0
34,4971,3,26,0,1,3,0,0
35,4971,3,26,0,1,3,0,0
36,4971,3,26,0,2,3,0,0
37,4971,2,27,0,2,2,0,0
38,4971,2,27,0,2,2,0,0
39,4971,2,27,0,2,2,0,0
40,4971,2,27,0,2,2,0,0
41,4971,1,28,0,1,1,0,0
42,4971,1,28,0,1,1,0,0
43,4971,1,28,0,1,1,0,0
44,4971,1,28,0,1,1,0,0
45,4971,1,28,0,1,1,0,0
46,4971,1,28,0,1,1,0,0
47,4971,0,29,0,0,0,0,0
48,4971,0,29,0,0,0,0,0
49,4971,0,29,0,0,0,0,0
50,4971,0,29,0,0,0,0,0
51,4971,0,29,0,0,0,0,0
52,4971,0,29,0,0,0,0,0
53,4971,0,29,0,0,0,0,0
54,4971,0,29,0,0,0,0,0
55,4971,0,29,0,0,0,0,0
56,4971,0,29,0,0,0,0,0
57,4971,0,29,0,0,0,0,0
58,4971,0,29,0,0,0,0,0
59,4971,0,29,0,0,0,0,0
60,4971,0,29,0,0,0,0,0
61,4971,0,29,0,0,0,0,0
62,4971,0,29,0,0,0,0,0
63,4971,0,29,0,0,0,0,0
64,4971,0,29,0,0,0,0,0
65,4971,0,29,0,0,0,0,0
66,4971,0,29,0,0,0,0,0
67,4971,0,29,0,0,0,0,0
68,4971,0,29,0,0,0,0,0
69,4971,0,29,0,0,0,0,0
70,4971,0,29,0,0,0,0,0
71,4971,0,29,0,0,0,0,0
72,4971,0,29,0,0,0,0,0
73,4971,0,29,0,0,0,0,0
74,4971,0,29,0,0,0,0,0
75,4971,0,29,0,0,0,0,0
76,4971,0,29,0,0,0,0,0
77,4971,0,29,0,0,0,0,0
78,4971,0,29,0,0,0,0,0
79,4971,0,29,0,0,0,0,0
80,4971,0,29,0,0,0,0,0
81,4971,0,29,0,0,0,0,0
82,4971,0,29,0,0,0,0,0
83,4971,0,29,0,0,0,0,0
84,4971,0,29,0,0,0,0,0
85,4971,0,29,0,0,0,0,0
86,4971,0,29,0,0,0,0,0
87,4971,0,29,0,0,0,0,0
88,4971,0,29,0,0,0,0,0
89,4971,0,29,0,0,0,0,0
90,4971,0,29,0,0,0,0,0
91,4971,0,29,0,0,0,0,0
92,4971,0,29,0,0,0,0,0
93,4971,0,29,0,0,0,0,0
94,4971,0,29,0,0,0,0,0
95,4971,0,29,0,0,0,0,0
96,4971,0,29,0,0,0,0,0
97,4971,0,29,0,0,0,0,0
98,4971,0,29,0,0,0,0,0
99,4971,0,29,0,0,0,0,0
100,4971,0,29,0,0,0,0,0
101,4971,0,29,0,0,0,0,0
102,4971,0,29,0,0,0,0,0
103,4971,0,29,0,0,0,0,0
104,4971,0,29,0,0,0,0,0
105,4971,0,29,0,0,0,0,0
106,4971,0,29,0,0,0,0,0
107,4971,0,29,0,0,0,0,0
108,4971,0,29,0,0,0,0,0
109,4971,0,29,0,0,0,0,0
110,4971,0,29,0,0,0,0,0
